mean_predicted,km_observed,ci_lower,ci_upper,n_patients,model,cancer,fold
0.19499617552521825,0.6696428571428572,0.26052713798808635,0.8873136309743139,17,MMP,BRCA,4
0.4499325585161169,0.9166666666666667,0.5389771805707405,0.9878255654004581,17,MMP,BRCA,4
0.5825093187258661,0.6,0.21433736461821734,0.8441534892599545,17,MMP,BRCA,4
0.6912522451796763,1.0,1.0,1.0,17,MMP,BRCA,4
0.7824228776434349,0.7500000000000001,0.12794691759514565,0.9605486422850785,16,MMP,BRCA,4
0.8262876257831391,0.8441558441558444,0.5040503169361824,0.9589689023035121,17,MMP,BRCA,4
0.847132780969326,0.7500000000000001,0.12794691759514565,0.9605486422850785,17,MMP,BRCA,4
0.8633639311126217,0.9285714285714287,0.3705969220143562,0.9488654113506115,17,MMP,BRCA,4
0.8729032599867578,1.0,1.0,1.0,17,MMP,BRCA,4
0.8774855799619217,0.72,0.23792896474067798,0.9275941141199429,17,MMP,BRCA,4
0.8227888598316284,0.7953216374269005,0.4629547731314151,0.9341677840237448,20,Cox-PH,BRCA,0
0.8582405087500119,0.9,0.47300927136205023,0.9852813933673431,20,Cox-PH,BRCA,0
0.8710863287278077,0.78375,0.45448775650969303,0.9274742314250675,20,Cox-PH,BRCA,0
0.8792917926052788,0.7345679012345679,0.36317183688755,0.9103323258159834,20,Cox-PH,BRCA,0
0.8881033436493351,0.8399999999999997,0.4874153421609519,0.9585812447231263,20,Cox-PH,BRCA,0
0.8978321883184972,0.7912087912087913,0.25562852011419335,0.8805703997158141,20,Cox-PH,BRCA,0
0.9055500122061412,1.0,1.0,1.0,20,Cox-PH,BRCA,0
0.9119062694135505,1.0,1.0,1.0,20,Cox-PH,BRCA,0
0.9200981854986088,1.0,0.4329650902258062,0.9835640285255789,20,Cox-PH,BRCA,0
0.933126361946471,1.0,1.0,1.0,21,Cox-PH,BRCA,0
0.003931952977072582,0.625,0.22933332242913165,0.8606982769135387,8,MCAT,BLCA,0
0.0044000424215030415,0.41666666666666663,0.05599186485205289,0.7665222195505801,7,MCAT,BLCA,0
0.00856899537062164,0.4687500000000001,0.1199286222409071,0.7628556678717602,8,MCAT,BLCA,0
0.0222379948072454,0.8571428571428572,0.2581536654587949,0.9197974560448583,7,MCAT,BLCA,0
0.46758154867596363,0.8571428571428572,0.2581536654587949,0.9197974560448583,7,MCAT,BLCA,0
0.7611260293541975,0.625,0.22933332242913165,0.8606982769135387,8,MCAT,BLCA,0
0.7704814012725967,1.0,0.27312284992835606,0.9747124266908934,7,MCAT,BLCA,0
0.7711337712455975,0.8571428571428572,0.3340538792922218,0.9785610585261756,8,MCAT,BLCA,0
0.7714133057381144,0.8571428571428572,0.3340538792922218,0.9785610585261756,7,MCAT,BLCA,0
0.7716766524884981,1.0,1.0,1.0,8,MCAT,BLCA,0
0.43479421376608474,0.625,0.1520358902990239,0.774865012066889,8,MCAT,BLCA,1
